"","BANDFINAL","Species1","sp2","sp2.fct","Beak.LengthA","Beak.LengthB","Beak.LengthC","Beak.DepthA","Beak.DepthB","Beak.DepthC","Beak.WidthA","Beak.WidthB","Beak.WidthC","Tarsus","Wing.Chord","Mass","Year","By.","Site","Sex0","MedianBeakLength","MedianBeakWidth","MedianBeakDepth","avg.mbl","avg.mbw","avg.mbd","age","age.ad","y.2003","y.2004","y.2005","y.2006","y.2007","y.2008","y.2009","y.2010","y.2011","y.2012","y.2013","y.2014","y.2015","y.2016","y.2017","y.2018","y.2019","y.2020","ch","maxseen","ch.corr","maxseen.corr","X.corr.y.2003","X.corr.y.2004","X.corr.y.2005","X.corr.y.2006","X.corr.y.2007","X.corr.y.2008","X.corr.y.2009","X.corr.y.2010","X.corr.y.2011","X.corr.y.2012","X.corr.y.2013","X.corr.y.2014","X.corr.y.2015","X.corr.y.2016","X.corr.y.2017","X.corr.y.2018","X.corr.y.2019","X.corr.y.2020","date2","scaled.mbl","scaled.mbd","scaled.mbw","sp.mean.bl","sp.mean.bd","sp.sd.bl","sp.sd.bd","pc1.new","pc2.new","pc1.bod","pc2.bod","mxcpois"
"2332","LF0127","fortis","fortis large","fortis large",13.030,NA,NA,12.690,NA,NA,11.060,NA,NA,22.73,76.00,25.30,2018,"MOB","El Garrapatero","m",13.030,11.060000,12.690,13.030000,11.060000,12.690000,"m","m",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,000000000000000100,1,000000000000000100, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2018-03-06, 0.034105049,-0.230608730,-0.2658393959,13.007307,12.886966,0.6653983,0.8541130, 3.091288e-01,-7.494122e-02, 0.5981570099,-0.2556484460, 0
"2333","LF0128","fortis","fortis small","fortis small",11.100,NA,NA, 9.660,NA,NA, 9.040,NA,NA,21.66,65.00,17.60,2018,"MOB","El Garrapatero","f",11.100, 9.040000, 9.660,11.100000, 9.040000, 9.660000,"f","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,000000000000000100,1,000000000000000100, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2018-03-06,-0.448700450,-1.154711555,-0.6302734839,11.369052,10.448229,0.5996244,0.6826201, 5.720320e-03, 2.307306e-04,-0.0871550313,-0.0406158987, 0
"2334","LF0129","fortis","fortis small","fortis small",11.790,NA,NA,11.220,NA,NA,10.630,NA,NA,21.26,71.00,21.20,2018,"MOB","El Garrapatero","m",11.790,10.630000,11.220,11.790000,10.630000,11.220000,"m","m",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,000000000000000100,1,000000000000000100, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2018-03-06, 0.702019810, 1.130600437, 2.3179725167,11.369052,10.448229,0.5996244,0.6826201, 1.704801e-01,-1.253550e-01, 0.2581799185,-0.2612855724, 0
"2335","LF0130","fortis","fortis small","fortis small",11.130,NA,NA, 9.020,NA,NA, 8.170,NA,NA,22.03,69.50,17.80,2019,"PC","El Garrapatero","m",11.130, 8.170000, 9.020,10.910000, 8.300000, 9.155000,"m","adult",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,000000000000000110,2,000000000000000110, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2019-04-10,-0.765565449,-1.894508066,-2.0024131319,11.369052,10.448229,0.5996244,0.6826201,-5.752966e-02, 1.202684e-01, 0.0982981184,-0.5457131929, 1
"2336","LF0148","fortis","fortis small","fortis small",12.260,NA,NA,10.900,NA,NA, 9.920,NA,NA,22.06,71.00,20.20,2018,"MOB","El Garrapatero","m",12.260, 9.920000,10.900,12.260000, 9.920000,10.900000,"m","m",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,000000000000000100,1,000000000000000100, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2018-03-08, 1.485843754, 0.661818490, 1.0014601517,11.369052,10.448229,0.5996244,0.6826201, 1.467264e-01, 3.174396e-02, 0.2337904919,-0.3869541835, 0
"2337","LF0149","fortis","fortis small","fortis small",10.860,NA,NA, 9.900,NA,NA, 9.540,NA,NA,21.27,73.00,18.20,2018,"MOB","El Garrapatero","f",10.860, 9.540000, 9.900,10.860000, 9.540000, 9.900000,"f","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,000000000000000100,1,000000000000000100, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2018-03-08,-0.848950975,-0.803125095, 0.2968479000,11.369052,10.448229,0.5996244,0.6826201, 2.681868e-02,-9.572998e-02, 0.2404439749,-0.9241382376, 0
"2338","LF0151","fortis","fortis small","fortis small",11.270,NA,NA,10.630,NA,NA, 9.970,NA,NA,22.27,63.00,16.50,2018,"MOB","El Garrapatero","f",11.270, 9.970000,10.630,11.270000, 9.970000,10.630000,"f","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,000000000000000100,1,000000000000000100, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2018-03-08,-0.165189661, 0.266283722, 1.0941722901,11.369052,10.448229,0.5996244,0.6826201, 9.557995e-02,-1.201525e-01,-0.1945647290, 0.0561484386, 0
"2339","LF0152","fortis","fortis small","fortis small",11.550,NA,NA,10.380,NA,NA, 9.210,NA,NA,21.05,64.00,18.20,2018,"MOB","El Garrapatero","f",11.550, 9.210000,10.380,11.550000, 9.210000,10.380000,"f","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,000000000000000100,1,000000000000000100, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2018-03-08, 0.301769285,-0.099952174,-0.3150522134,11.369052,10.448229,0.5996244,0.6826201, 6.579639e-02,-4.672714e-04,-0.1127647670, 0.1523807498, 0
"2340","LF0154","fortis","fortis large","fortis large",13.350,NA,NA,13.690,NA,NA,11.930,NA,NA,23.57,72.00,27.10,2018,"MOB","El Garrapatero","f",13.350,11.930000,13.690,13.350000,11.930000,13.690000,"f","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,000000000000000100,1,000000000000000100, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2018-03-08, 0.515020000, 0.940196560, 1.0088762390,13.007307,12.886966,0.6653983,0.8541130, 4.042233e-01,-1.680878e-01, 0.5075570346, 0.4944601629, 0
"2341","LF0155","fortis","fortis small","fortis small",12.050,NA,NA,11.060,NA,NA, 9.540,NA,NA,22.02,69.00,20.10,2019,"KML","El Garrapatero","m",12.050, 9.540000,11.060,12.015000, 9.535000,10.960000,"m","adult",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,000000000000000110,2,000000000000000110, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2019-03-25, 1.077254677, 0.749715105, 0.2875766861,11.369052,10.448229,0.5996244,0.6826201, 1.319217e-01, 1.927849e-03, 0.1521883971,-0.1616539218, 1
"2342","LF0192","fortis","fortis small","fortis small",11.260,NA,NA, 9.870,NA,NA, 9.250,NA,NA,21.55,67.50,26.60,2019,"MOB","El Garrapatero","f",11.260, 9.250000, 9.870,11.260000, 9.250000, 9.870000,"f","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,000000000000000010,1,000000000000000010, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2019-02-19,-0.181866766,-0.847073402,-0.2408825026,11.369052,10.448229,0.5996244,0.6826201, 3.043629e-02,-4.557100e-03, 0.2969180361, 0.9257287262, 0
"2343","LF0193","fortis","fortis small","fortis small",12.780,NA,NA,11.250,NA,NA, 9.810,NA,NA,21.40,73.00,21.80,2019,"MOB","El Garrapatero","m",12.780, 9.810000,11.250,12.780000, 9.810000,11.250000,"m","m",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,000000000000000010,1,000000000000000010, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2019-02-19, 2.353053225, 1.174548745, 0.7974934472,11.369052,10.448229,0.5996244,0.6826201, 1.807436e-01, 9.631712e-02, 0.3567039807,-0.4141938175, 0
"2344","LF0194","fortis","fortis small","fortis small",12.160,NA,NA,10.970,NA,NA,10.080,NA,NA,20.49,71.50,19.40,2019,"MOB","El Garrapatero","m",12.160,10.080000,10.970,12.160000,10.080000,10.970000,"m","m",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,000000000000000010,1,000000000000000010, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2019-02-19, 1.319072702, 0.764364541, 1.2981389945,11.369052,10.448229,0.5996244,0.6826201, 1.522117e-01,-2.406418e-03, 0.2128916400,-0.5897743984, 0
"2345","LF0195","fortis","fortis small","fortis small",11.570,NA,NA,11.010,NA,NA, 9.860,NA,NA,20.77,71.00,20.60,2019,"MOB","El Garrapatero","m",11.570, 9.860000,11.010,11.570000, 9.860000,11.010000,"m","m",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,000000000000000010,1,000000000000000010, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2019-02-19, 0.335123495, 0.822962284, 0.8902055856,11.369052,10.448229,0.5996244,0.6826201, 1.222684e-01,-9.742257e-02, 0.2343753895,-0.3552286984, 0
"2346","LF0196","fortis","fortis large","fortis large",12.950,NA,NA,12.720,NA,NA,11.660,NA,NA,22.66,78.50,24.60,2019,"MOB","El Garrapatero","m",12.950,11.660000,12.720,12.976667,11.573333,12.576667,"m","m",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,000000000000000010,1,000000000000000010, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2019-02-19,-0.046047443,-0.363299997, 0.4862916684,13.007307,12.886966,0.6653983,0.8541130, 3.300074e-01,-1.281863e-01, 0.6726638349,-0.6558604063, 0
"2347","LF0197","scandens","scandens","scandens",14.580,NA,NA, 8.860,NA,NA, 8.270,NA,NA,21.92,69.70,21.10,2019,"MOB","El Garrapatero","f",14.580, 8.270000, 8.860,14.580000, 8.270000, 8.860000,"f","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,000000000000000010,1,000000000000000010, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2019-02-19, 0.383271992, 0.430460083, 0.0148132699,14.251929, 8.627551,0.8559749,0.5400007, 7.653492e-02, 7.402058e-01, 0.2105059934,-0.1066608561, 0
"2348","LF0198","fortis","fortis small","fortis small",11.480,NA,NA,11.200,NA,NA,10.170,NA,NA,20.06,69.00,24.70,2019,"MOB","El Garrapatero","f",11.480,10.170000,11.200,11.480000,10.170000,11.200000,"f","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,000000000000000010,1,000000000000000010, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2019-02-19, 0.185029548, 1.101301566, 1.4650208436,11.369052,10.448229,0.5996244,0.6826201, 1.397448e-01,-1.505243e-01, 0.2806415139, 0.4493002149, 0
"2349","LF0199","fortis","fortis small","fortis small",11.910,NA,NA,10.200,NA,NA, 9.820,NA,NA,20.90,68.50,19.30,2019,"MOB","El Garrapatero","f",11.910, 9.820000,10.200,11.910000, 9.820000,10.200000,"f","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,000000000000000010,1,000000000000000010, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2019-02-19, 0.902145072,-0.363642019, 0.8160358749,11.369052,10.448229,0.5996244,0.6826201, 9.428326e-02, 4.396829e-02, 0.0965297684,-0.2357917101, 0
"2350","LF0201","fortis","fortis small","fortis small",11.770,NA,NA,10.220,NA,NA, 9.550,NA,NA,22.80,72.50,19.80,2019,"MOB","El Garrapatero","m",11.770, 9.550000,10.220,11.770000, 9.550000,10.220000,"m","m",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,000000000000000010,1,000000000000000010, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2019-02-19, 0.668665599,-0.334343148, 0.3153903277,11.369052,10.448229,0.5996244,0.6826201, 7.949517e-02, 3.352954e-02, 0.2865270730,-0.6093138807, 0
"2351","LF0202","fortis","fortis small","fortis small",11.250,NA,NA,11.130,NA,NA, 9.860,NA,NA,19.98,64.00,19.90,2019,"MOB","El Garrapatero","f",11.250, 9.860000,11.130,11.250000, 9.860000,11.130000,"f","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,000000000000000010,1,000000000000000010, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2019-02-19,-0.198543872, 0.998755515, 0.8902055856,11.369052,10.448229,0.5996244,0.6826201, 1.153888e-01,-1.657167e-01,-0.0685609343, 0.3715608610, 0
"2352","LF0203","fuliginosa","fuliginosa","fuliginosa", 9.050,NA,NA, 7.030,NA,NA, 6.660,NA,NA,20.37,64.00,14.60,2019,"MOB","El Garrapatero","f", 9.050, 6.660000, 7.030, 9.050000, 6.660000, 7.030000,"f","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,000000000000000010,1,000000000000000010, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2019-02-19, 0.986960119,-0.175731860,-0.5487221934, 8.568677, 7.095934,0.4876822,0.3751992,-2.962523e-01, 3.694881e-02,-0.2342247524,-0.3680771524, 0
"2353","LF0204","fortis","fortis small","fortis small",11.420,NA,NA,10.450,NA,NA, 9.540,NA,NA,20.67,69.00,18.80,2019,"MOB","El Garrapatero","m",11.420, 9.540000,10.450,11.420000, 9.540000,10.450000,"m","m",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,000000000000000010,1,000000000000000010, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2019-02-19, 0.084966917, 0.002593877, 0.2968479000,11.369052,10.448229,0.5996244,0.6826201, 7.648275e-02,-5.017406e-02, 0.0978858676,-0.3707089748, 0
"2354","LF0209","fortis","fortis small","fortis small",11.450,NA,NA,10.600,NA,NA,10.400,NA,NA,21.96,70.00,20.50,2019,"MOB","El Garrapatero","m",11.450,10.400000,10.600,11.450000,10.400000,10.600000,"m","m",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,000000000000000010,1,000000000000000010, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2019-02-19, 0.134998233, 0.222335415, 1.8914966802,11.369052,10.448229,0.5996244,0.6826201, 1.175018e-01,-1.113093e-01, 0.2034166454,-0.2264969544, 0
"2355","LF0210","fortis","fortis large","fortis large",13.330,NA,NA,12.670,NA,NA,11.400,NA,NA,23.24,71.00,25.20,2019,"MOB","El Garrapatero","m",13.330,11.400000,12.670,13.330000,11.400000,12.670000,"m","m",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,000000000000000010,1,000000000000000010, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2019-02-19, 0.484962815,-0.254024836, 0.2323253350,13.007307,12.886966,0.6653983,0.8541130, 3.329635e-01,-4.041428e-02, 0.4047119780, 0.3404067579, 0
"2356","LF0211","scandens","scandens","scandens",13.710,NA,NA, 8.800,NA,NA, 8.560,NA,NA,22.07,68.00,21.80,2019,"MOB","El Garrapatero","f",13.710, 8.560000, 8.800,13.710000, 8.560000, 8.800000,"f","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,000000000000000010,1,000000000000000010, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2019-02-19,-0.633112975, 0.319349123, 0.6443022425,14.251929, 8.627551,0.8559749,0.5400007, 4.963187e-02, 5.746358e-01, 0.1679669735, 0.1990159487, 0
"2357","LF0212","scandens","scandens","scandens",14.670,14.52,14.450, 9.480, 9.420, 9.800, 7.870, 7.85, 7.98,19.49,68.00,21.40,2020,"JB","El Garrapatero","f",14.520, 7.870000, 9.480,14.495000, 7.900000, 8.740000,"f","adult",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,000000000000000011,2,000000000000000011, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2020-03-04, 0.283970013, 0.208238162,-0.7883278332,14.251929, 8.627551,0.8559749,0.5400007, 8.975939e-02, 6.933698e-01, 0.1307931288, 0.0933137804, 1
"2358","LF0213","scandens","scandens","scandens",14.610,NA,NA, 8.640,NA,NA, 8.620,NA,NA,21.77,73.00,21.80,2019,"MOB","El Garrapatero","m",14.610, 8.620000, 8.640,14.610000, 8.620000, 8.640000,"m","m",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,000000000000000010,1,000000000000000010, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2019-02-21, 0.418319750, 0.023053227, 0.7745413403,14.251929, 8.627551,0.8559749,0.5400007, 8.002789e-02, 7.458226e-01, 0.3602021488,-0.4071211114, 0
"2359","LF0215","fortis","fortis small","fortis small",11.400,NA,NA,10.050,NA,NA, 9.300,NA,NA,21.20,71.00,19.60,2019,"MOB","El Garrapatero","m",11.400, 9.300000,10.050,11.400000, 9.300000,10.050000,"m","m",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,000000000000000010,1,000000000000000010, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2019-02-21, 0.051612707,-0.583383557,-0.1481703643,11.369052,10.448229,0.5996244,0.6826201, 4.683954e-02,-3.182730e-04, 0.2064877947,-0.4879700156, 0
"2360","LF0216","fortis","fortis small","fortis small",11.420,NA,NA, 9.820,NA,NA, 9.120,NA,NA,22.02,70.00,19.70,2019,"MOB","El Garrapatero","m",11.420, 9.120000, 9.820,11.420000, 9.120000, 9.820000,"m","m",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,000000000000000010,1,000000000000000010, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2019-02-21, 0.084966917,-0.920320582,-0.4819340624,11.369052,10.448229,0.5996244,0.6826201, 2.947480e-02, 3.645399e-02, 0.1784214893,-0.3381187880, 0
"2361","LF0217","fortis","fortis small","fortis small",12.010,NA,NA,10.730,NA,NA, 9.800,NA,NA,22.36,72.00,22.80,2019,"MOB","El Garrapatero","m",12.010, 9.800000,10.730,12.010000, 9.800000,10.730000,"m","m",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,000000000000000010,1,000000000000000010, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2019-02-21, 1.068916124, 0.412778081, 0.7789510196,11.369052,10.448229,0.5996244,0.6826201, 1.237747e-01, 1.129012e-02, 0.3587190364,-0.1348015770, 0
"2362","LF0219","fortis","fortis small","fortis small",10.690,NA,NA, 9.360,NA,NA, 8.580,NA,NA,20.72,62.00,17.80,2019,"MOB","El Garrapatero","f",10.690, 8.580000, 9.360,10.690000, 8.580000, 9.360000,"f","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,000000000000000010,1,000000000000000010, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2019-02-21,-1.132461763,-1.594194631,-1.4832251570,11.369052,10.448229,0.5996244,0.6826201,-4.288315e-02,-1.538324e-02,-0.2066945792, 0.3298492545, 0
"2363","LF0220","fortis","fortis large","fortis large",12.430,NA,NA,12.090,NA,NA,10.930,NA,NA,23.08,77.00,23.50,2019,"MOB","El Garrapatero","m",12.430,10.930000,12.090,12.430000,10.930000,12.090000,"m","m",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,000000000000000010,1,000000000000000010, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2019-02-21,-0.867610484,-0.933091905,-0.4563141459,13.007307,12.886966,0.6653983,0.8541130, 2.504905e-01,-1.148713e-01, 0.5829649335,-0.6227682426, 0
"2364","LF0221","fortis","fortis small","fortis small",11.550,NA,NA, 9.610,NA,NA, 9.170,NA,NA,20.57,67.00,18.80,2019,"MOB","El Garrapatero","f",11.550, 9.170000, 9.610,11.550000, 9.170000, 9.610000,"f","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,000000000000000010,1,000000000000000010, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2019-02-21, 0.301769285,-1.227958734,-0.3892219241,11.369052,10.448229,0.5996244,0.6826201, 2.616993e-02, 7.687609e-02, 0.0189118057,-0.1324595437, 0
"2365","LF0224","fortis","fortis large","fortis large",12.700,NA,NA,13.780,NA,NA,12.600,NA,NA,21.67,70.00,26.50,2019,"KML","El Garrapatero","f",12.700,12.600000,13.780,12.970000,12.600000,13.495000,"f","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,000000000000000010,1,000000000000000010, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2019-03-22,-0.056066504, 0.711889528, 1.9905537969,13.007307,12.886966,0.6653983,0.8541130, 4.078726e-01,-3.322398e-01, 0.3923930377, 0.6137252653, 0
"2366","LF0225","fortis","fortis small","fortis small",11.110,NA,NA,10.520,NA,NA, 9.750,NA,NA,19.93,68.00,20.10,2019,"MOB","El Garrapatero","m",11.110, 9.750000,10.520,11.110000, 9.750000,10.520000,"m","m",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,000000000000000010,1,000000000000000010, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2019-02-22,-0.432023344, 0.105139928, 0.6862388812,11.369052,10.448229,0.5996244,0.6826201, 7.543798e-02,-1.244933e-01, 0.0934141692,-0.0815246672, 0
"2367","LF0226","fortis","fortis small","fortis small",11.820,NA,NA,10.030,NA,NA, 9.120,NA,NA,21.69,72.00,19.40,2019,"MOB","El Garrapatero","m",11.820, 9.120000,10.030,11.820000, 9.120000,10.030000,"m","m",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,000000000000000010,1,000000000000000010, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2019-02-22, 0.752051125,-0.612682429,-0.4819340624,11.369052,10.448229,0.5996244,0.6826201, 5.589655e-02, 8.678853e-02, 0.2437442027,-0.6268761353, 0
"2368","LF0227","fortis","fortis small","fortis small",12.200,NA,NA,10.770,NA,NA,10.080,NA,NA,21.61,69.50,20.50,2019,"MOB","El Garrapatero","f",12.200,10.080000,10.770,12.200000,10.080000,10.770000,"f","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,000000000000000010,1,000000000000000010, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2019-02-21, 1.385781123, 0.471375824, 1.2981389945,11.369052,10.448229,0.5996244,0.6826201, 1.439130e-01, 2.413347e-02, 0.1806004148,-0.1731471088, 0
"2369","LF0228","fortis","fortis large","fortis large",12.290,NA,NA,11.280,NA,NA,11.070,NA,NA,27.10,73.00,23.40,2019,"MOB","El Garrapatero","f",12.290,11.070000,11.280,12.290000,11.070000,11.280000,"f","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,000000000000000010,1,000000000000000010, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2019-02-21,-1.078010775,-1.881444189,-0.2511874920,13.007307,12.886966,0.6653983,0.8541130, 2.100545e-01,-6.925653e-02, 0.4617195313,-0.0796983941, 0
"2370","LF0229","fortis","fortis small","fortis small",11.920,NA,NA,10.620,NA,NA,10.200,NA,NA,21.17,71.00,21.90,2019,"MOB","El Garrapatero","m",11.920,10.200000,10.620,11.920000,10.200000,10.620000,"m","m",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,000000000000000010,1,000000000000000010, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2019-02-21, 0.918822177, 0.251634286, 1.5206481266,11.369052,10.448229,0.5996244,0.6826201, 1.297889e-01,-1.804308e-02, 0.2796961360,-0.1643332963, 0
"2371","LF0230","fortis","fortis small","fortis small",10.610,NA,NA, 9.430,NA,NA, 9.080,NA,NA,19.90,65.00,19.70,2019,"MOB","El Garrapatero","f",10.610, 9.080000, 9.430,10.610000, 9.080000, 9.430000,"f","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,000000000000000010,1,000000000000000010, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2019-02-21,-1.265878605,-1.491648580,-0.5561037732,11.369052,10.448229,0.5996244,0.6826201,-2.379071e-02,-6.649233e-02,-0.0366935961, 0.2217589508, 0
"2372","LF0231","fortis","fortis small","fortis small",11.580,NA,NA,10.910,NA,NA, 9.740,NA,NA,22.20,69.50,20.50,2019,"KML","El Garrapatero","m",11.580, 9.740000,10.910,11.400000, 9.665000,10.740000,"m","m",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,000000000000000010,1,000000000000000010, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2019-02-22, 0.051612707, 0.427427517, 0.5286282459,11.369052,10.448229,0.5996244,0.6826201, 1.131987e-01,-7.868757e-02, 0.1861785747,-0.1618690098, 0
"2373","LF0232","fortis","fortis small","fortis small",11.270,NA,NA, 9.590,NA,NA, 9.330,NA,NA,21.73,67.50,19.20,2019,"MOB","El Garrapatero","m",11.270, 9.330000, 9.590,11.270000, 9.330000, 9.590000,"m","m",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,000000000000000010,1,000000000000000010, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2019-02-22,-0.165189661,-1.257257606,-0.0925430812,11.369052,10.448229,0.5996244,0.6826201, 1.998828e-02, 1.963725e-02, 0.0621674014,-0.1139415180, 0
"2374","LF0233","scandens","scandens","scandens",14.190,NA,NA, 8.310,NA,NA, 8.440,NA,NA,21.80,71.50,23.80,2019,"MOB","El Garrapatero","f",14.190, 8.440000, 8.310,14.190000, 8.440000, 8.310000,"f","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,000000000000000010,1,000000000000000010, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2019-02-22,-0.072348855,-0.588057058, 0.3838240469,14.251929, 8.627551,0.8559749,0.5400007, 4.008456e-02, 7.144787e-01, 0.3658703923, 0.0554949787, 0
"2375","LF0234","fortis","fortis large","fortis large",12.810,NA,NA,13.050,NA,NA,11.490,NA,NA,22.40,73.50,27.40,2019,"MOB","El Garrapatero","f",12.810,11.490000,13.050,12.810000,11.490000,13.050000,"f","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,000000000000000010,1,000000000000000010, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2019-02-22,-0.296523980, 0.190881174, 0.3641924696,13.007307,12.886966,0.6653983,0.8541130, 3.343327e-01,-1.748211e-01, 0.5646026282, 0.3342626737, 0
